# interface coord = 0.5
# y, <u>_y, <v>_y, <p>_y, <p>^i_y 
3.6956 0.517878 4.4947e-15 -2.92469e-13 -2.92469e-13
3.71232 0.517878 2.22303e-15 -5.22511e-14 -5.22511e-14
3.72903 0.517878 1.17032e-15 1.48499e-14 1.48499e-14
3.74575 0.517878 4.31463e-15 9.6088e-14 9.6088e-14
3.76246 0.517878 3.17659e-15 6.05459e-14 6.05459e-14
3.77918 0.517878 3.50289e-15 8.82512e-15 8.82512e-15
3.79589 0.517878 3.89708e-15 6.61601e-14 6.61601e-14
3.81261 0.517878 3.7963e-15 7.43384e-16 7.43384e-16
3.82932 0.517878 3.51897e-15 -4.55095e-14 -4.55095e-14
3.84604 0.517878 3.77452e-15 -1.30671e-13 -1.30671e-13
3.86276 0.517878 2.78898e-15 -2.52181e-14 -2.52181e-14
3.87947 0.517878 3.70317e-15 4.15267e-14 4.15267e-14
3.89619 0.517878 3.06354e-15 8.58128e-14 8.58128e-14
3.9129 0.517878 2.97827e-15 1.72893e-15 1.72893e-15
3.92962 0.517878 3.86267e-15 -1.55208e-14 -1.55208e-14
3.94633 0.517878 3.49861e-15 -4.00273e-14 -4.00273e-14
3.96305 0.517878 2.75092e-15 -9.26779e-15 -9.26779e-15
3.97976 0.517878 3.73619e-15 1.04357e-15 1.04357e-15
3.99648 0.517878 3.52816e-15 3.03445e-14 3.03445e-14
4.0132 0.517878 3.15763e-15 8.0638e-15 8.0638e-15
4.02991 0.517878 3.54409e-15 -1.47153e-14 -1.47153e-14
4.04663 0.517878 3.55106e-15 -2.19927e-14 -2.19927e-14
4.06334 0.517878 3.21834e-15 4.14312e-15 4.14312e-15
4.08006 0.517878 3.26234e-15 6.62359e-15 6.62359e-15
4.09677 0.517878 3.49317e-15 1.31379e-14 1.31379e-14
4.11349 0.517878 3.50869e-15 7.7307e-15 7.7307e-15
4.1302 0.517878 3.49842e-15 -2.75376e-15 -2.75376e-15
4.14692 0.517878 3.5556e-15 -1.8896e-14 -1.8896e-14
4.16364 0.517878 3.3256e-15 -2.0857e-15 -2.0857e-15
4.18035 0.517878 3.40365e-15 9.93044e-16 9.93044e-16
4.19707 0.517878 3.46029e-15 6.67154e-15 6.67154e-15
4.21378 0.517878 3.50973e-15 3.41718e-15 3.41718e-15
4.2305 0.517878 3.44267e-15 4.19838e-16 4.19838e-16
4.24721 0.517878 3.45844e-15 -1.18253e-14 -1.18253e-14
4.26393 0.517878 3.39716e-15 -4.901e-16 -4.901e-16
4.28064 0.517878 3.40646e-15 1.47391e-15 1.47391e-15
4.29736 0.517878 3.44146e-15 -2.05155e-15 -2.05155e-15
4.31408 0.517878 3.31612e-15 2.05208e-15 2.05208e-15
4.33079 0.517878 3.48353e-15 3.01902e-15 3.01902e-15
4.34751 0.517878 3.45813e-15 6.29383e-15 6.29383e-15
4.36422 0.517878 3.44628e-15 1.05778e-15 1.05778e-15
4.38094 0.517878 3.51587e-15 -3.72635e-15 -3.72635e-15
4.39765 0.517878 3.47004e-15 -3.92401e-15 -3.92401e-15
4.41437 0.517878 3.46162e-15 -2.06048e-15 -2.06048e-15
4.43108 0.517878 3.46175e-15 -8.82982e-16 -8.82982e-16
4.4478 0.517878 3.44769e-15 1.5383e-15 1.5383e-15
4.46452 0.517878 3.45029e-15 -6.67023e-16 -6.67023e-16
4.48123 0.517878 3.45887e-15 -1.27845e-15 -1.27845e-15
4.49795 0.517878 3.46686e-15 -6.28675e-16 -6.28675e-16
4.51466 0.517878 3.47433e-15 6.13569e-16 6.13569e-16
4.53138 0.517878 3.48351e-15 4.9006e-16 4.9006e-16
4.54809 0.517878 3.48365e-15 1.73393e-15 1.73393e-15
4.56481 0.517878 3.49768e-15 2.04674e-15 2.04674e-15
4.58152 0.517878 3.50034e-15 1.03882e-15 1.03882e-15
4.59824 0.517878 3.49288e-15 1.25909e-16 1.25909e-16
4.61496 0.517878 3.49134e-15 1.68309e-15 1.68309e-15
4.63167 0.517878 3.49501e-15 3.05276e-15 3.05276e-15
4.64839 0.517878 3.51571e-15 4.74495e-15 4.74495e-15
4.6651 0.517878 3.52837e-15 3.30874e-15 3.30874e-15
4.68182 0.517878 3.53703e-15 2.46058e-15 2.46058e-15
4.69853 0.517878 3.5371e-15 9.01631e-16 9.01631e-16
4.71525 0.517878 3.53544e-15 9.75974e-16 9.75974e-16
4.73196 0.517878 3.52826e-15 1.72776e-15 1.72776e-15
4.74868 0.517878 3.53011e-15 2.06962e-15 2.06962e-15
4.7654 0.517878 3.53457e-15 2.13259e-15 2.13259e-15
4.78211 0.517878 3.53377e-15 1.59533e-15 1.59533e-15
4.79883 0.517878 3.53248e-15 1.28291e-15 1.28291e-15
4.81554 0.517878 3.52354e-15 1.14443e-15 1.14443e-15
4.83226 0.517878 3.5074e-15 -2.22619e-16 -2.22619e-16
4.84897 0.517878 3.50366e-15 5.78788e-16 5.78788e-16
4.86569 0.517878 3.5042e-15 2.24231e-15 2.24231e-15
4.8824 0.517878 3.50693e-15 3.43894e-15 3.43894e-15
4.89912 0.517878 3.51013e-15 2.73898e-15 2.73898e-15
4.91583 0.517878 3.50761e-15 2.56177e-15 2.56177e-15
4.93255 0.517878 3.50298e-15 2.23317e-15 2.23317e-15
4.94927 0.517878 3.4959e-15 2.48015e-15 2.48015e-15
4.96598 0.517878 3.49427e-15 3.01019e-15 3.01019e-15
4.9827 0.517878 3.49716e-15 3.58749e-15 3.58749e-15
4.99941 0.517878 3.50163e-15 2.92088e-15 2.92088e-15
5.01613 0.517878 3.496e-15 1.58459e-15 1.58459e-15
5.03284 0.517878 3.48399e-15 1.29564e-15 1.29564e-15
5.04956 0.517878 3.47533e-15 2.35199e-15 2.35199e-15
5.06627 0.517878 3.47602e-15 3.65593e-15 3.65593e-15
5.08299 0.517878 3.47864e-15 3.00626e-15 3.00626e-15
5.09971 0.517878 3.47804e-15 2.31592e-15 2.31592e-15
5.11642 0.517878 3.48253e-15 3.3834e-15 3.3834e-15
5.13314 0.517878 3.49535e-15 2.27652e-15 2.27652e-15
5.14985 0.517878 3.47857e-15 -4.89298e-16 -4.89298e-16
5.16657 0.517878 3.45606e-15 -8.25414e-16 -8.25414e-16
5.18328 0.517878 3.5286e-15 2.08982e-15 2.08982e-15
5.2 0.517878 3.49581e-15 -3.84309e-15 -3.84309e-15
